"ReferenceID","Authors","Year","Title","Details"
"Neu-Ref-8589","Navás, L.","1913","Névroptères. Pp. 69-77 in Mission du Service Géographique de l'Armée pour la mesure l'un arc de méridien équatorial en Amérique du Sud sous le contrôle scientifique de l'Académie des Sciences 1899-1906. Tome 10 (Entomologie - Botanique), Fascicle 1 (Hyménoptères, Orthoptères, Névroptères, Araignées). Paris.",
"Neu-Ref-8591","Lestage, J. A.","1934","Notes sur l'entomofaune indochinoise. IV. -- Une nouvelle Climaciella du Tonkin (Climaciella Leopoldi) et remarques sur le rôle des mantispidés en phytopathologie.","Bulletin et Annales de la Société Entomologique de Belgique 74:153-160."
"Neu-Ref-8640","Monserrat, V. J.","1996","Nuevos datos sobre los coniopterígidos de Yemen (Neuroptera: Coniopterygidae).","Annali del Museo Civico di Storia Naturale Giacomo Doria 91:1-26."
"Neu-Ref-8649","Liu, Z.-q.","1995","Two new record genera and new species of Coniopteryginae (Neuroptera: Coniopterygidae) from China.","?????? [=Kun Chong Fen Lei Xue Bao; =Entomotaxonomia] 17(Suppl.):35-38."
"Neu-Ref-8668","Peñalver, E.; Nel, A. [D.]; Martínez-Delclòs, X.","1995","New Nothochrysinae from the spanish Miocene (Neuroptera, Chrysopidae).","Bulletin de la Société Entomologique de France 100:481-487."
"Neu-Ref-8705","Oswald, J. D.","1996","A new brachypterous Nusalala species from Costa Rica, with comments on the evolution of flightlessness in brown lacewings (Neuroptera: Hemerobiidae).","Systematic Entomology 21:343-352."
"Neu-Ref-8726","Aspöck, H.; Aspöck, U.; Rausch, H.","1995","Untersuchungen über die Raphidiiden von Kirgisistan: Übersicht der nachgewiesenen Arten und Beschreibung von vier neuen Spezies (Insecta: Neuropteroidea: Raphidioptera: Raphidiidae).","Entomologische Nachrichten und Berichte 39:165-182."
"Neu-Ref-8754","Krivokhatsky, V. A.; Zakharenko, A. V.","1994","?????????? ???? ????? Euroleon Esben-Petersen, 1918 ? Kirghizoleon gen.n. (Neuroptera, Myrmeleontidae) ??????????? [=Murav’inye l’vy rodov Euroleon Esben-Petersen, 1918 i Kirghizoleon gen. nov. (Neuroptera, Myrmeleontidae) Palearktiki; =Ant-lions of the genera Euroleon Esben-Petersen, 1918 and Kirghizoleon gen. N. (Neuroptera, Myrmeleontidae) of Palaearctic].","???????????????? ????????? [=Entomologicheskoe Obozrenie] 73:690-699."
"Neu-Ref-8815","Martynova, O. M.","1952","Otryad Glosselytrodea v permskikh otlozheniyakh Kemerovskoi oblasti [=The order Glosselytrodea in the Permian deposits of the Kemerovskaya Oblast']. in Orlov, Y. A. (ed.). Materialy po faune paleozoya [=Materials for the Paleozoic fauna].","Akademiia Nauk SSSR, Trudy Paleontologicheskogo Instituta 40:187-196."
"Neu-Ref-8828","Penny, N. D.","1997","Four new species of Costa Rican Ceraeochrysa (Neuroptera: Chrysopidae).","Pan-Pacific Entomologist 73:61-69."
"Neu-Ref-8855","Grimaldi, D.","2000","A diverse fauna of Neuropterodea in amber from the Cretaceous of New Jersey. Pp. 259-303 in: Grimaldi, D. (ed.). Studies on fossils in amber, with particular reference to the Cretaceous of New Jersey. Backhuys Publishers, Leiden.",
"Neu-Ref-8856","Aspöck, U.; Aspöck, H.","1996","Revision des Genus Podallea Navás, 1936 (Neuroptera: Berothidae: Berothinae).","Mitteilungen der Münchener Entomologischen Gesellschaft 86:99-144."
"Neu-Ref-8862","Makarkin, V. N.","1997","Fossil Neuroptera of the Lower Cretaceous of Baisa, East Siberia. Part 4: Psychopsidae.","Beiträge zur Entomologie [=Contributions to Entomology] 47:489-492."
"Neu-Ref-8863","Makarkin, V. N.","1997","Fossil Neuroptera of the Lower Cretaceous of Baisa, East Siberia. Part 3. Chrysopidae.","Spixiana 20:107-118."
"Neu-Ref-8864","Makarkin, V. N.","1996","Fossil Neuroptera of the Lower Cretaceous of Baisa, East Siberia. Part 5. Mantispidae.","Russkii Entomologicheskii Zhurnal [=Russian Entomological Journal] 5(1-4):91-93."
"Neu-Ref-8867","Penny, N. D.; Adams, P. A.; Stange, L. A.","1997","Species catalog of the Neuroptera, Megaloptera, and Raphidioptera of America North of Mexico.","Proceedings of the California Academy of Sciences (4)50:39-114."
"Neu-Ref-8880","Aspöck, H.; Aspöck, U.; Rausch, H.","1996","Weitere Untersuchungen über die Raphidiiden von Kirgisistan: Beschreibung von sechs neuen Spezies (Insecta: Neuropteroidea: Raphidioptera: Raphidiidae).","Entomologische Nachrichten und Berichte 40:193-215."
"Neu-Ref-8915","Krivokhatsky, V. A.","1995","Antlions of the subgenus Ganussa (genus Neuroleon) from Middle Asia (Neuroptera: Myrmeleontidae).","Zoosystematica Rossica 4:301-306."
"Neu-Ref-8936","Penny, N. D.","1996","A revision of Parachrysopiella (Neuroptera: Chrysopidae).","Journal of the Kansas Entomological Society 69:222-233."
"Neu-Ref-14635","Sosa, F.; de Freitas, S.","2012","A new genus of Neotropical Chrysopini (Neuroptera: Chrysopidae).","Zootaxa 3351:1-18."
"Neu-Ref-14656","Shi, C.-f.; Wang, Y.-j.; Yang, Q.; Ren, D.","2012","Chorilingia (Neuroptera: Grammolingiidae): a new genus of lacewings with four species from the Middle Jurassic of Inner Mongolia, China.","Alcheringa 36:309-318."
"Neu-Ref-14657","Shi, C.-f.; Béthoux, O.; Shih, C.-k.; Ren, D.","2012","Guyiling jianboni gen. et sp.n., an antlion-like lacewing, illuminating homologies and transformations in Neuroptera wing venation.","Systematic Entomology 37:617-631."
"Neu-Ref-14669","Winterton, S. L.; Guek, H. P.; Brooks, S. J.","2012","A charismatic new species of green lacewing discovered in Malaysia (Neuroptera, Chrysopidae): the confluence of citizen scientist, online image database and cybertaxonomy.","ZooKeys 214:1-11."
"Neu-Ref-14719","Thouvenot, M.","2009","Névroptères de Guyane (quatrième note) [=Neuroptera of Guyana (fourth note)].","Entomologiste 65:225-226."
"Neu-Ref-14745","Khramov, A. V.","2012","The new fossil lacewings of Grammolingiidae (Neuroptera) from the Jurassic of Central Asia and Mongolia, with notes on biogeography of the family.","Zootaxa 3478:297-308."
"Neu-Ref-14838","Tauber, C. A.; Albuquerque, G. S.; Tauber, M. J.","2012","Three new Brazilian species of Chrysopodes (Neuroptera: Chrysopidae).","Annals of the Entomological Society of America 105:638-663."
"Neu-Ref-14864","Yang, Q.; Makarkin, V. N.; Winterton, S. L.; Khramov, A. V.; Ren, D.","2012","A remarkable new family of Jurassic insects (Neuroptera) with primitive wing venation and its phylogenetic position in Neuropterida.","PLoS ONE 7(9):1-38 [e44762]."
"Neu-Ref-14874","Sziráki, G.","2010","Order Neuroptera, family Coniopterygidae. Pp. 283-298 in van Harten, A. (ed.). Arthropod fauna of the United Arab Emirates. Volume 3. Dar Al Ummah Printing, Publishing, Distribution & Advertising, Abu Dhabi.",
"Neu-Ref-14876","Michel, B.","2012","First record of the genus Kimulodes Tjeder & Hansson in West Africa with description of a new species (Neuroptera, Ascalaphidae).","Zootaxa 3497:37-40."
"Neu-Ref-14893","Pérez-de la Fuente, R.; Peñalver, E.; Delclòs, X.; Engel, M. S.","2012","Snakefly diversity in Early Cretaceous amber from Spain (Neuropterida, Raphidioptera).","ZooKeys 204:1-40."
"Neu-Ref-14898","Zhan, Q.-b.; Wang, X.-l.","2012","First record of the genus Bankisus Navás, 1912 in China, with the description of a new species (Neuroptera, Myrmeleontidae).","ZooKeys 204:41-46."
"Neu-Ref-14945","Zhan, Q.-b.; Wang, X.-l.; Ábrahám, L.; Wang, X.-l.","2012","A new species of Dendroleon Brauer, 1866 (Neuroptera, Myrmeleontidae) from China.","Zootaxa 3547:64-70."
"Neu-Ref-14947","Wang, X.-l.; Ao, W.-g.; Wang, Z.-l.; Wan, X.","2012","Review of the genus Gatzara Navás, 1915 from China (Neuroptera: Myrmeleontidae).","Zootaxa 3408:34-46."
"Neu-Ref-14955","Makarkin, V. N.; Archibald, S. B.","2013","A diverse new assemblage of green lacewings (Insecta, Neuroptera, Chrysopidae) from the Early Eocene Okanagan Highlands, western North America.","Journal of Paleontology 87:123-146."
"Neu-Ref-14957","Monserrat, V. J.; Papenberg, D.","2012","Revisión del género Venustoraphidia Aspöck & Aspöck, 1968 de la península Ibérica (Insecta, Raphidioptera).","Graellsia 68:291-304."
"Neu-Ref-14958","Liu, X.-y.; Wang, Y.-j.; Shih, C.-k.; Ren, D.; Yang, D.","2012","Early evolution and historical biogeography of fishflies (Megaloptera: Chauliodinae): implications from a phylogeny combining fossil and extant taxa.","PLoS ONE 7(7):1-12 [e40345]."
"Neu-Ref-14960","Price, B. W.; Liu, X.-y.; de Moor, F. C.; Villet, M. H.","2012","A review of the alderfly genus Leptosialis Esben-Petersen (Megaloptera, Sialidae) with description of a new species from South Africa.","ZooKeys 201:27-41."
"Neu-Ref-14962","Jiang, W.; Wang, G.-q.; Liu, X.-y.","2012","New fishfly species of the Neochauliodes bowringi group (Megaloptera: Corydalidae: Chauliodinae).","Zootaxa 3230:59-64."
"Neu-Ref-14963","Liu, X.-y.; Hayashi, F.; Viraktamath, C. A.; Yang, D.","2012","Systematics and biogeography of the dobsonfly genus Nevromus Rambur (Megaloptera: Corydalidae: Corydalinae) from the Oriental realm.","Systematic Entomology 37:657-669."
"Neu-Ref-14964","Liu, X.-y.; Hayashi, F.; Yang, D.","2011","A new species of alderfly (Megaloptera: Sialidae) from Yunnan, China.","Entomological News, Philadelphia 122:265-269."
"Neu-Ref-14965","Liu, X.-y.; Aspöck, H.; Zhan, C.-h.; Aspöck, U.","2012","A review of the snakefly genus Sininocellia (Raphidioptera, Inocelliidae): discovery of the first male and description of a new species from China.","Deutsche Entomologische Zeitschrift, Berlin (N.F.)59:233-240."
"Neu-Ref-14966","Liu, X.-y.; Aspöck, H.; Yang, D.; Aspöck, U.","2012","Sinoneurorthus yunnanicus n. gen. et n. sp. – a spectacular new species and genus of Nevrorthidae (Insecta: Neuroptera) from China, with phylogenetic and biogeographical implications.","Aquatic Insects 34:131-141."
"Neu-Ref-14973","Yang, C.-k.; Yang, X.-k.; Liu, Z.-q.","1999","Neuroptera. Pp. 102-115 in Chen, S.-c. (chief ed.). Pictorial handbook of rare and precious insects in China. [Chinese Edition.] China Forestry Publishing House, Beijing.",
"Neu-Ref-15010","Miller, R. B.; Stange, L. A.","2012","The cave mouth antlions of Australia (Neuroptera: Myrmeleontidae).","Insecta Mundi 250:1-65."
"Neu-Ref-15011","Flint, O. S., jr.","2012","New species, records and a synonymy of African Sisyridae (Neuroptera).","Insecta Mundi 223:1-6."
"Neu-Ref-15012","Miller, R. B.; Stange, L. A.","2012","A new species of Stenorrhachus McLachlan from Chile (Neuroptera: Nemopteridae) with biological notes.","Insecta Mundi 226:1-8."
"Neu-Ref-15014","Ábrahám, L.","2011","Further data to the ant-lion fauna (Neuroptera) of Socotra Island (Yemen).","Natura Somogyiensis 19:101-108."
"Neu-Ref-15015","Ábrahám, L.; Dobosz, R.","2011","Contribution to the ant-lion and owl-fly fauna of Madagascar with description of new taxa (Neuroptera: Myrmeleontidae, Ascalaphidae).","Natura Somogyiensis 19:109-137 [errata: 22:110]."
"Neu-Ref-15016","Ábrahám, L.; Dobosz, R.; Trýzna, M.","2012","A new Visca from Madagascar (Neuroptera: Myrmeleontidae).","Natura Somogyiensis 22:103-110."
"Neu-Ref-15017","Michel, B.; Akoudjin, M.","2012","Review of Neuroleon Navás of west Africa with descriptions of four new species (Neuroptera, Myrmeleontidae).","Zootaxa 3519:32-52."
"Neu-Ref-506","Navás, L.","1910","Crisópidos nuevos ó poco conocidos [I?].","Revista de la Real Academia de Ciencias Exactas Fisicas y Naturales de Madrid 9:473-480."
"Neu-Ref-507","Navás, L.","1909","Hémérobides nouveaux du Japon (Neuroptera).","??????? ???????????????? ????????? [=Russkoe Entomologicheskoe Obozrenie; =Revue Russe d'Entomologie] 9:395-398."
"Neu-Ref-508","Navás, L.","1910","Hemeróbidos (Ins. Neur.) nuevos con la clave de las tribus y géneros de la familia.","Brotéria (Zoológica) 9:69-90."
"Neu-Ref-509","Navás, L.","1910","Monografia de los Nemoptéridos (Insectos Neurópteros).","Memorias de la Real Academia de Ciencias y Artes de Barcelona (3)8:341-408."
"Neu-Ref-510","Navás, L.","1910","Neurópteros chilenos (1.a serie).","Revista Chilena de Historia Natural 14:235-241."
"Neu-Ref-511","Navás, L.","1910","Névroptères nouveaux de l'Orient.","??????? ???????????????? ????????? [=Russkoe Entomologicheskoe Obozrenie; =Revue Russe d'Entomologie] 10:190-194."
"Neu-Ref-517","Navás, L.","1910","Osmylides exotiques (insectes névroptères) nouveaux.","Annales de la Société Scientifique de Bruxelles 34(pt. 1):188-195."
"Neu-Ref-523","Navás, L.","1911","Ascalaphides nouveaux (Neur.).","Entomologische Rundschau, Stuttgart 28:12-13, 35-36."
"Neu-Ref-525","Navás, L.","1911","Chrysopides nouveaux (Ins. Neur.).","Annales de la Société Scientifique de Bruxelles 35(pt. 2):266-282."
"Neu-Ref-528","Navás, L.","1911","Dilaride (Ins. Névr.) nouveau.","Annales de la Société Scientifique de Bruxelles 35(pt. 1):219-221."
"Neu-Ref-530","Navás, L.","1911","Némoptéride (Neur.) nouveau.","Zeitschrift für Wissenschaftliche Insektenbiologie 7:25-27."
"Neu-Ref-531","Navás, L.","1911","Neuropteros chilenos (2.a serie).","Revista Chilena de Historia Natural 15:121-128."
"Neu-Ref-690","Navás, L.","1918","Insectos chilenos.","Boletín de la Sociedad Aragonesa de Ciencias Naturales 17:212-230."
"Neu-Ref-697","Navás, L.","1919","Algunos insectos Neurópteros de la República Argentina. Serie tercera [III].","Revista de la Real Academia de Ciencias Exactas Fisicas y Naturales de Madrid 17:287-305."
"Neu-Ref-702","Navás, L.","1919","Insecta nova. VI Series.","Memorie dell'Accademia Pontifica dei Nuovi Lincei, Rome (2)5:11-19."
"Neu-Ref-703","Navás, L.","1919","Insecta nova. VII Series.","Memorie dell'Accademia Pontifica dei Nuovi Lincei, Rome (2)5:21-29."
"Neu-Ref-706","Navás, L.","1919","Névroptères de l'Indo-Chine. 3e série.","Insecta, Rennes 9:185-194."
"Neu-Ref-709","Navás, L.","1918","Quelques Névroptères d'Algérie.","Insecta, Rennes 8:167-176."
"Neu-Ref-711","Navás, L.","1919","A contribution to the knowledge of the neuropterous insects of Algeria.","Novitates Zoologicae 26:283-290."
"Neu-Ref-713","Navás, L.","1919","Comunicaciones entomológicas. 3. Insectos exóticos.","Revista de la [Real] Academia de Ciencias Exactas Fisico-Quimicas y Naturales de Zaragoza (1)4:287-306."
"Neu-Ref-716","Navás, L.","1920","Insectos Sudamericanos (2a serie).","Anales de la Sociedad Científica Argentina 90:44-51."
"Neu-Ref-717","Navás, L.","1920","Insectos Sudamericanos (3a serie).","Anales de la Sociedad Científica Argentina 90:52-72."
"Neu-Ref-721","Navás, L.","1919-1920","Sur des Névroptères nouveaux ou critiques. Deuxième [II] série.","Annales de la Société Scientifique de Bruxelles 39(pt. 2):189-203."
"Neu-Ref-725","Navás, L.","1919","Comunicaciones entomológicas. 4. Insectos exóticos nuevos, críticos o poco conocidos.","Revista de la [Real] Academia de Ciencias Exactas Fisico-Quimicas y Naturales de Zaragoza (1)6:61-81."
"Neu-Ref-728","Navás, L.","1921","Insectos Americanos nuevos o críticos.","Brotéria (Zoológica) 19:113-124."
"Neu-Ref-733","Navás, L.","1921-1940","Névroptères des Iles Juan Fernandez et de l'Ile de Pâques. Pp. 125-128 in Skottsberg, C. (ed.). The Natural History of Juan Fernandez and Easter Island. Vol. 3 (Zoology), Part I. Almqvist and Wiksells Boktryckeri, Uppsala.",
"Neu-Ref-736","Navás, L.","1921","Sur des Névroptères nouveaux ou critiques. Quatrième [IV] série.","Annales de la Société Scientifique de Bruxelles 41(pt. 1):130-137."
"Neu-Ref-737","Navás, L.","1922","Algunos insectos del Museo de París. [1.a serie.]","Revista de la [Real] Academia de Ciencias Exactas Fisico-Quimicas y Naturales de Zaragoza (1)7:15-51."
"Neu-Ref-741","Navás, L.","1922","Insectos de Fernando Poo.","Musei Barcinonensis Scientiarum Naturalium Opera 4:109-116."
"Neu-Ref-742","Navás, L.","1922","Insectos de la Argentina y Chile.","Estudios, Revista Mensual (Academia literaria del Plata, Buenos Aires) 22:358-368."
"Neu-Ref-744","Navás, L.","1922","Insectos exóticos.","Brotéria (Zoológica) 20:49-63."
"Neu-Ref-745","Navás, L.","1922","Insectos nuevos o poco conocidos [I].","Memorias de la Real Academia de Ciencias y Artes de Barcelona (3)17:383-400."
"Neu-Ref-746","Navás, L.","1921","Insectos sudamericanos. Cuarta [IV] serie.","Revista de la Real Academia de Ciencias Exactas Fisicas y Naturales de Madrid 19:255-267."
"Neu-Ref-749","Navás, L.","1922","[Sur des] Névroptères nouveaux ou critiques. Cinquième [V] série.","Annales de la Société Scientifique de Bruxelles 41(pt. 1):250-256."
"Neu-Ref-750","Navás, L.","1922","Sur des Névroptères nouveaux ou critiques. Sixième [VI] série.","Annales de la Société Scientifique de Bruxelles 42(pt. 1):166-173."
"Neu-Ref-752","Navás, L.","1923","Algunos insectos del Brasil. 2.a série.","Revista do Museu Paulista 13:767-774."
"Neu-Ref-757","Navás, L.","1919","Estudis sobre Neuròpters (Insectes).","Arxius de l'Institut de Ciències, Institut d'Estudis Catalans, Secció de Ciències 7:179-203."
"Neu-Ref-760","Navás, L.","1923","Insecta nova. VIII Series.","Memorie dell'Accademia Pontifica dei Nuovi Lincei, Rome (2)6:1-8."
"Neu-Ref-761","Navás, L.","1923","Insecta nova. IX Series.","Memorie dell'Accademia Pontifica dei Nuovi Lincei, Rome (2)6:9-18."
"Neu-Ref-762","Navás, L.","1923","Insecta nova. X Series.","Memorie dell'Accademia Pontifica dei Nuovi Lincei, Rome (2)6:19-27."
"Neu-Ref-763","Navás, L.","1923","Insecta orientalia. I Series.","Memorie dell'Accademia Pontifica dei Nuovi Lincei, Rome (2)6:29-41."
"Neu-Ref-769","Navás, L.","1923","Quelques Myrméléonides (Ins. Névr.) d'Afrique.","Annales de la Société Scientifique de Bruxelles 43(pt. 1):143-147."
"Neu-Ref-771","Navás, L.","1923","Über einige Myrmeleoniden (Neur.) aus Süd-Afrika.","Deutsche Entomologische Zeitschrift, Berlin 1923:432-434."
"Neu-Ref-772","Navás, L.","1924","Algunos insectos de Chile. 2.a serie.","Revista Chilena de Historia Natural 28:12-16."
"Neu-Ref-773","Navás, L.","1924","Algunos insectos de Cuba [I], recogidos por don Fermín Z. Cervera.","Revista de la Real Academia de Ciencias Exactas Fisicas y Naturales de Madrid 21:323-332."
"Neu-Ref-775","Navás, L.","1924","Algunos insectos del Museo de París. 2.a serie [IIa].","Brotéria (Zoológica) 21:99-114."
"Neu-Ref-777","Navás, L.","1924","Crisópidos (Neur.) de Cuba.","Boletín de la Sociedad Entomologica de España 7:51-53."
"Neu-Ref-778","Navás, L.","1923","Crisópidos (Ins. Neur.) neotrópicos [I].","Revista Chilena de Historia Natural 27:110-116."
"Neu-Ref-780","Navás, L.","1924","Insecta orientalia. II Series.","Memorie dell'Accademia Pontifica dei Nuovi Lincei, Rome (2)7:211-216."
"Neu-Ref-781","Navás, L.","1924","Insecta orientalia. III Series.","Memorie dell'Accademia Pontifica dei Nuovi Lincei, Rome (2)7:217-228."
"Neu-Ref-783","Navás, L.","1924","Insectos de la América Central.","Brotéria (Zoológica) 21:55-86."
"Neu-Ref-784","Navás, L.","1924","Mis excursiones entomológicas del verano de 1924.","Brotéria (Zoológica) 21:115-150."
"Neu-Ref-785","Navás, L.","1924","Myrméléonides (Ins. Nevr.) nouveaux ou critiques. 2me série.","Annales de la Société Scientifique de Bruxelles 44(pt. 1):70-74."
"Neu-Ref-786","Navás, L.","1924","Névroptères d'Afrique.","Annales de la Société Scientifique de Bruxelles 43(pt. 1):375-380."
"Neu-Ref-789","Navás, L.","1924","Zoological results of the Swedish Expedition to Central-Africa 1921. Insecta. 3. Neuroptera et Mecoptera.","Arkiv för Zoologi 16(13):1-3."
"Neu-Ref-790","Navás, L.","1925","Algunos insectos del Museo de París. 2.a série [IIb].","Brotéria (Zoológica) 22:75-83."
"Neu-Ref-793","Navás, L.","1924","Comunicaciones entomológicas. 7. Neurópteros del Museo de Berlín.","Revista de la [Real] Academia de Ciencias Exactas Fisico-Quimicas y Naturales de Zaragoza (1)9:20-34."
"Neu-Ref-794","Navás, L.","1925","Crisópidos (Ins. Neur.) neotrópicos. Segunda [II] serie.","Revista Chilena de Historia Natural 29:8-13."
"Neu-Ref-795","Navás, L.","1925","Insectes du Congo Belge. Série I.","Revue de Zoologie Africaines, Bruxelles 13:123-132."
"Neu-Ref-796","Navás, L.","1925","Insectos exóticos nuevos o poco conocidos. Segunda [II] serie.","Memorias de la Real Academia de Ciencias y Artes de Barcelona (3)19:181-200."
"Neu-Ref-801","Navás, L.","1925","Neuropteren aus Brasilien.","Mitteilungen der Münchener Entomologischen Gesellschaft 15:64-68."
"Neu-Ref-802","Navás, L.","1925","Neuropteren, Megalopteren, Plecopteren und Trichopteren. I serie.","Entomologische Mitteilungen 14:205-212."
"Neu-Ref-803","Navás, L.","1925","Névroptères d'Egypte et de Palestine [première partie].","Bulletin de la Société [Royale] Entomologique d'Egypte 9:29-36."
"Neu-Ref-804","Navás, L.","1925","Névroptères nouveaux.","Annales de la Société Scientifique de Bruxelles 44(pt. 1):566-573."
"Neu-Ref-805","Navás, L.","1924","Nueva especie de Neurópteros de la fauna española.","Boletín de la Sociedad Entomologica de España 7:106-108."
"Neu-Ref-806","Navás, L.","1926","Algunos insectos del Brasil (3.a serie) [IIIb].","Brotéria (Zoológica) 23:5-15."
"Neu-Ref-812","Navás, L.","1926","Insecta nova. Series XI.","Memorie dell'Accademia Pontifica dei Nuovi Lincei, Rome (2)9:101-110."
"Neu-Ref-813","Navás, L.","1926","Insecta orientalia. IV series.","Memorie dell'Accademia Pontifica dei Nuovi Lincei, Rome (2)9:111-120."
"Neu-Ref-814","Navás, L.","1926","Insectes du Congo Belge. Série II.","Revue de Zoologie Africaines, Bruxelles 14:85-90."
"Neu-Ref-816","Navás, L.","1926","Insectos exóticos Neurópteros y afines.","Brotéria (Zoológica) 23:79-93."
"Neu-Ref-818","Navás, L.","1926","Névroptères d'Egypte et de Palestine. 2me partie.","Bulletin de la Société [Royale] Entomologique d'Egypte 10:26-62."
"Neu-Ref-819","Navás, L.","1926","Névroptères d'Egypte et de Palestine. 3me partie.","Bulletin de la Société [Royale] Entomologique d'Egypte 10:192-216."
"Neu-Ref-821","Navás, L.","1926","Trichoptera, Megaloptera und Neuroptera aus dem Deutsch. Emtomolog. Institut (Berlin-Dahlem). II serie.","Entomologische Mitteilungen 15:57-63."
"Neu-Ref-823","Navás, L.","1927","Insecta nova. Series XII.","Memorie dell'Accademia Pontifica dei Nuovi Lincei, Rome (2)10:1-10."
"Neu-Ref-824","Navás, L.","1927","Insecta orientalia. V Series.","Memorie dell'Accademia Pontifica dei Nuovi Lincei, Rome (2)10:11-26."
"Neu-Ref-825","Navás, L.","1927","Insectos del Museo de París. 4.a serie.","Brotéria (Zoológica) 24:5-33."
"Neu-Ref-827","Navás, L.","1927","Nemoptérido (Ins. Neur.) nuevo de América.","Revista de la Sociedad Entomológica Argentina 2(3):3-4."
"Neu-Ref-828","Navás, L.","1926-1927","Neue Insekten (Neuropt.).","Deutsche Entomologische Zeitschrift, Berlin 1926:428-431."
"Neu-Ref-829","Navás, L.","1927","Neuropteren, Megalopteren, Plecopteren und Trichopteren aus dem Deutsch. Entomolog. Institut (Berlin-Dahlem). III serie.","Entomologische Mitteilungen 16:37-43."
"Neu-Ref-830","Navás, L.","1927-1928","Névroptères de la Chine.","Arkiv för Zoologi 19A(18):1-5."
"Neu-Ref-831","Navás, L.","1927","Veinticinco formas nuevas de insectos.","Boletín de la Sociedad Ibérica de Ciencias Naturales 26:48-75."
"Neu-Ref-832","Navás, L.","1927","Zur Erforschung des Persischen Golfes (Beitrag Nr. 4). Neuroptera.","Entomologische Mitteilungen 16:183-185."
"Neu-Ref-834","Navás, L.","1927","Comunicaciones entomológicas. 10 [sic; =9]. Mis excursiones científicas en 1927.","Revista de la [Real] Academia de Ciencias Exactas Fisico-Quimicas y Naturales de Zaragoza (1)11:79-137."
"Neu-Ref-836","Navás, L.","1927","Insectos de la Somalia Italiana.","Memorie della Società Entomologica Italiana 6:85-89."
"Neu-Ref-837","Navás, L.","1928","Insectos del Museo de Estocolmo.","Revista de la Real Academia de Ciencias Exactas Fisicas y Naturales de Madrid 24:28-39."
"Neu-Ref-838","Navás, L.","1928","Insectos del Museo de Hamburgo. Primera [I] serie.","Boletín de la Sociedad Entomologica de España 11:59-67, 90-100, 121-138 [Errata: 11:165]."
"Neu-Ref-840","Navás, L.","1927","Insectos neotropicos. 3.a serie.","Revista Chilena de Historia Natural 31:316-328."
"Neu-Ref-841","Navás, L.","1927","Insectos nuevos de la península ibérica.","Boletín de la Sociedad Entomologica de España 10:78-84."
"Neu-Ref-843","Navás, L.","1928","Insetti europei del Museo Civico di Genova.","Bollettino della Società Entomologica Italiana 60:75-83."
"Neu-Ref-846","Navás, L.","1928","Comunicaciones entomológicas. 10. Insectos de la India. 1.a serie.","Revista de la [Real] Academia de Ciencias Exactas Fisico-Quimicas y Naturales de Zaragoza (1)12:177-197."
"Neu-Ref-849","Navás, L.","1929","Insecta nova. Series XIII.","Memorie dell'Accademia Pontifica dei Nuovi Lincei, Rome (2)12:15-23."
"Neu-Ref-850","Navás, L.","1929","[Insecta nova.] Series XIV.","Memorie dell'Accademia Pontifica dei Nuovi Lincei, Rome (2)12:24-32."
"Neu-Ref-851","Navás, L.","1929","Insecta orientalia. VI Series.","Memorie dell'Accademia Pontifica dei Nuovi Lincei, Rome (2)12:33-42."
"Neu-Ref-852","Navás, L.","1929","[Insecta orientalia.] VII Series.","Memorie dell'Accademia Pontifica dei Nuovi Lincei, Rome (2)12:43-56."
"Neu-Ref-853","Navás, L.","1929","Insectes du Congo Belge (Série III).","Revue de Zoologie et de Botanique Africaines 18:92-112."
"Neu-Ref-856","Navás, L.","1929","Insectos del Brasil. 3.a serie [IIIa].","Revista do Museu Paulista 16:857-864."
"Neu-Ref-857","Navás, L.","1929","Insectos del Museo de Hamburgo. 2.a serie.","Boletín de la Sociedad Entomologica de España 12:73-83."
"Neu-Ref-859","Navás, L.","1929","Insectos exóticos Neurópteros y afines del Museo Civico de Génova.","Annali del Museo Civico di Storia Naturale Giacomo Doria 53:354-389."
"Neu-Ref-860","Navás, L.","1928","Insectos neotropicos. 4.a serie.","Revista Chilena de Historia Natural 32:106-128."
"Neu-Ref-861","Navás, L.","1929","Insectos Neurópteros del Museo de Hamburgo.","Memorias de la [Real] Sociedad Española de Historia Natural 15:315-322."
"Neu-Ref-864","Navás, L.","1929","Monografía de la familia de los Berótidos (Insectos, Neurópteros).","Memorias de la [Real] Academia de Ciencias Exactas, Fisico-Quimicas y Naturales de Zaragoza 2:1-107."
"Neu-Ref-865","Navás, L.","1929","[Ricerche faunistiche nelle isole italiane dell'Egeo. 2.] Neurópteros.","Archivio Zoologico Italiano 13:187-191."
"Neu-Ref-872","Navás, L.","1929","Comunicaciones entomológicas. 11. Insectos de la Cirenaica.","Revista de la [Real] Academia de Ciencias Exactas Fisico-Quimicas y Naturales de Zaragoza (1)13:13-28."
"Neu-Ref-873","Navás, L.","1929","Comunicaciones entomológicas. 12. Insectos de la India. 2.a serie.","Revista de la [Real] Academia de Ciencias Exactas Fisico-Quimicas y Naturales de Zaragoza (1)13:29-48."
"Neu-Ref-878","Navás, L.","1930","Insecta asiatica. IV series.","??????? ???????????????? ????????? [=Russkoe Entomologicheskoe Obozrenie; =Revue Russe d'Entomologie] 24:194-196."
